Constantinople, Offensive, Poisoned, Betrayal, Size Increase, End Rounds, Given Rounds, Result, O_Casualty,T_Casualty
0,0 ,1,0,2,104,300,Tamerlane WON,0.9167,0.740135
0,0 ,1,0,2,106,300,Tamerlane WON,0.921641,0.784842
0,0 ,1,0,2,105,300,Tamerlane WON,0.938483,0.797071
0,0 ,1,0,2,99,300,Tamerlane WON,0.883661,0.730687
0,0 ,1,0,2,102,300,Tamerlane WON,0.920872,0.77237
0,0 ,1,0,2,108,300,Tamerlane WON,0.936861,0.813886
0,0 ,1,0,2,106,300,Tamerlane WON,0.938615,0.78569
0,0 ,1,0,2,102,300,Tamerlane WON,0.906629,0.726673
0,0 ,1,0,3,108,300,Tamerlane WON,0.901475,0.804222
0,0 ,1,0,3,112,300,Tamerlane WON,0.920778,0.852081
0,0 ,1,0,3,115,300,Tamerlane WON,0.911968,0.897145
0,0 ,1,0,3,111,300,Tamerlane WON,0.926857,0.846768
0,0 ,1,0,3,110,300,Tamerlane WON,0.893435,0.861582
0,0 ,1,0,3,110,300,Tamerlane WON,0.937155,0.863414
0,0 ,1,0,3,111,300,Tamerlane WON,0.915823,0.805414
0,0 ,1,0,3,126,300,Tamerlane WON,0.946802,0.919535
0,0 ,1,0,3,115,300,Tamerlane WON,0.941239,0.867636
0,0 ,1,0,3,115,300,Tamerlane WON,0.92011,0.861872
0,0 ,1,0,3,113,300,Tamerlane WON,0.932995,0.860054
0,0 ,1,0,3,109,300,Tamerlane WON,0.924422,0.846498
0,0 ,1,0,3,106,300,Tamerlane WON,0.915849,0.866822
0,0 ,1,0,3,108,300,Tamerlane WON,0.922224,0.820512
0,0 ,1,0,3,111,300,Tamerlane WON,0.909051,0.857246
0,0 ,1,0,3,112,300,Tamerlane WON,0.93275,0.832189
0,0 ,1,0,3,113,300,Tamerlane WON,0.924177,0.854141
0,0 ,1,0,3,113,300,Tamerlane WON,0.938364,0.883051
0,0 ,1,0,3,107,300,Tamerlane WON,0.943386,0.845003
0,0 ,1,0,3,110,300,Tamerlane WON,0.937899,0.862128
0,0 ,1,0,4,124,300,Tamerlane WON,0.964279,0.958815
0,0 ,1,0,4,103,300,Ottoman WON,0.895034,0.95204
0,0 ,1,0,4,96,300,Ottoman WON,0.859161,0.959912
0,0 ,1,0,4,122,300,Tamerlane WON,0.913783,0.905522
0,0 ,1,0,4,127,300,Tamerlane WON,0.934539,0.941084
0,0 ,1,0,4,114,300,Tamerlane WON,0.907208,0.915239
0,0 ,1,0,4,120,300,Tamerlane WON,0.926407,0.905636
0,0 ,1,0,4,124,300,Tamerlane WON,0.934005,0.934707
0,0 ,1,0,4,100,300,Ottoman WON,0.883494,0.965973
0,0 ,1,0,4,119,300,Tamerlane WON,0.938436,0.950377
0,0 ,1,0,4,103,300,Ottoman WON,0.878909,0.935219
0,0 ,1,0,4,121,300,Tamerlane WON,0.928581,0.904505
0,0 ,1,0,4,106,300,Ottoman WON,0.922334,0.963414
0,0 ,1,0,4,117,300,Tamerlane WON,0.935004,0.88666
0,0 ,1,0,4,126,300,Tamerlane WON,0.922662,0.934694
0,0 ,1,0,4,100,300,Ottoman WON,0.8846,0.938532
0,0 ,1,0,4,107,300,Ottoman WON,0.909405,0.962909
0,0 ,1,0,4,119,300,Tamerlane WON,0.914653,0.899912
0,0 ,1,0,4,100,300,Ottoman WON,0.917315,0.897246
0,0 ,1,0,4,101,300,Ottoman WON,0.900969,0.952458
0,0 ,1,0,5,90,300,Ottoman WON,0.813292,0.96163
0,0 ,1,0,5,89,300,Ottoman WON,0.796019,0.977266
0,0 ,1,0,5,95,300,Ottoman WON,0.830724,0.966054
0,0 ,1,0,5,100,300,Ottoman WON,0.866771,0.962869
0,0 ,1,0,5,91,300,Ottoman WON,0.833323,0.927138
0,0 ,1,0,5,95,300,Ottoman WON,0.826938,0.953253
0,0 ,1,0,5,92,300,Ottoman WON,0.87283,0.962929
0,0 ,1,0,5,90,300,Ottoman WON,0.855195,0.965434
0,0 ,1,0,5,97,300,Ottoman WON,0.854042,0.928539
0,0 ,1,0,5,93,300,Ottoman WON,0.8614,0.962512
0,0 ,1,0,5,91,300,Ottoman WON,0.811207,0.960707
0,0 ,1,0,5,89,300,Ottoman WON,0.813993,0.967084
0,0 ,1,0,5,92,300,Ottoman WON,0.803884,0.958788
0,0 ,1,0,5,95,300,Ottoman WON,0.817669,0.95666
0,0 ,1,0,5,99,300,Ottoman WON,0.874587,0.963165
0,0 ,1,0,5,97,300,Ottoman WON,0.830043,0.917717
0,0 ,1,0,5,99,300,Ottoman WON,0.849276,0.95497
0,0 ,1,0,5,93,300,Ottoman WON,0.829279,0.960633
0,0 ,1,0,5,96,300,Ottoman WON,0.853986,0.941852
0,0 ,1,0,5,96,300,Ottoman WON,0.817092,0.944667
0,1 ,1,0,0,120,300,Tamerlane WON,0.937506,0.727077
0,1 ,1,0,0,125,300,Tamerlane WON,0.929837,0.694242
0,1 ,1,0,0,120,300,Tamerlane WON,0.946504,0.717374
0,1 ,1,0,0,122,300,Tamerlane WON,0.95688,0.708667
0,1 ,1,0,0,120,300,Tamerlane WON,0.94896,0.699811
0,1 ,1,0,0,119,300,Tamerlane WON,0.930388,0.675865
0,1 ,1,0,0,125,300,Tamerlane WON,0.965614,0.715798
0,1 ,1,0,0,123,300,Tamerlane WON,0.953596,0.757057
0,1 ,1,0,0,120,300,Tamerlane WON,0.958935,0.705232
0,1 ,1,0,0,120,300,Tamerlane WON,0.941128,0.702505
0,1 ,1,0,0,117,300,Tamerlane WON,0.909825,0.630444
0,1 ,1,0,0,120,300,Tamerlane WON,0.865927,0.648842
0,1 ,1,0,0,122,300,Tamerlane WON,0.934386,0.716013
0,1 ,1,0,0,122,300,Tamerlane WON,0.930251,0.703461
0,1 ,1,0,0,121,300,Tamerlane WON,0.945,0.698168
0,1 ,1,0,0,123,300,Tamerlane WON,0.95297,0.714263
0,1 ,1,0,0,121,300,Tamerlane WON,0.934511,0.709684
0,1 ,1,0,0,129,300,Tamerlane WON,0.932794,0.749104
0,1 ,1,0,0,125,300,Tamerlane WON,0.933221,0.589798
0,1 ,1,0,0,124,300,Tamerlane WON,0.934185,0.635811
0,1 ,1,0,1,124,300,Tamerlane WON,0.948891,0.803165
0,1 ,1,0,1,126,300,Tamerlane WON,0.920076,0.746532
0,1 ,1,0,1,133,300,Tamerlane WON,0.943601,0.808148
0,1 ,1,0,1,129,300,Tamerlane WON,0.937976,0.748519
0,1 ,1,0,1,124,300,Tamerlane WON,0.931358,0.794997
0,1 ,1,0,1,125,300,Tamerlane WON,0.969933,0.786155
0,1 ,1,0,1,126,300,Tamerlane WON,0.934661,0.769677
0,1 ,1,0,1,122,300,Tamerlane WON,0.959849,0.838
0,1 ,1,0,1,123,300,Tamerlane WON,0.909992,0.7767
0,1 ,1,0,1,128,300,Tamerlane WON,0.915358,0.815125
0,1 ,1,0,1,130,300,Tamerlane WON,0.920605,0.835987
0,1 ,1,0,1,127,300,Tamerlane WON,0.908653,0.800364
0,1 ,1,0,1,135,300,Tamerlane WON,0.946775,0.82398
0,1 ,1,0,1,135,300,Tamerlane WON,0.933128,0.873684
0,1 ,1,0,1,133,300,Tamerlane WON,0.923368,0.793684
0,1 ,1,0,1,132,300,Tamerlane WON,0.944097,0.787293
0,1 ,1,0,1,124,300,Tamerlane WON,0.93532,0.768976
0,1 ,1,0,1,130,300,Tamerlane WON,0.920561,0.855785
0,1 ,1,0,1,127,300,Tamerlane WON,0.913457,0.818229
0,1 ,1,0,1,128,300,Tamerlane WON,0.943719,0.822256
0,1 ,1,0,2,114,300,Ottoman WON,0.934917,0.899832
0,1 ,1,0,2,139,300,Tamerlane WON,0.888838,0.927152
0,1 ,1,0,2,143,300,Tamerlane WON,0.951152,0.925508
0,1 ,1,0,2,134,300,Tamerlane WON,0.914661,0.906391
0,1 ,1,0,2,137,300,Tamerlane WON,0.922731,0.851987
0,1 ,1,0,2,135,300,Tamerlane WON,0.922456,0.884492
0,1 ,1,0,2,142,300,Tamerlane WON,0.927539,0.899596
0,1 ,1,0,2,133,300,Tamerlane WON,0.943357,0.914397
0,1 ,1,0,2,134,300,Tamerlane WON,0.919972,0.878316
0,1 ,1,0,2,132,300,Tamerlane WON,0.911835,0.866498
0,1 ,1,0,2,135,300,Tamerlane WON,0.916216,0.894768
0,1 ,1,0,2,137,300,Tamerlane WON,0.905273,0.925737
0,1 ,1,0,2,142,300,Tamerlane WON,0.920171,0.920828
0,1 ,1,0,2,105,300,Ottoman WON,0.913618,0.933333
0,1 ,1,0,2,140,300,Tamerlane WON,0.945955,0.906141
0,1 ,1,0,2,139,300,Tamerlane WON,0.928743,0.912148
0,1 ,1,0,2,140,300,Tamerlane WON,0.897354,0.89967
0,1 ,1,0,2,132,300,Tamerlane WON,0.911209,0.892458
0,1 ,1,0,2,130,300,Tamerlane WON,0.92568,0.879576
0,1 ,1,0,2,136,300,Tamerlane WON,0.934547,0.908512
0,1 ,1,0,3,107,300,Ottoman WON,0.89007,0.970451
0,1 ,1,0,3,108,300,Ottoman WON,0.859953,0.943374
0,1 ,1,0,3,109,300,Ottoman WON,0.922317,0.967495
0,1 ,1,0,3,110,300,Ottoman WON,0.911232,0.941253
0,1 ,1,0,3,102,300,Ottoman WON,0.87841,0.965542
0,1 ,1,0,3,104,300,Ottoman WON,0.857518,0.935246
0,1 ,1,0,3,100,300,Ottoman WON,0.853891,0.951677
0,1 ,1,0,3,103,300,Ottoman WON,0.873287,0.954276
0,1 ,1,0,3,109,300,Ottoman WON,0.91978,0.947852
0,1 ,1,0,3,111,300,Ottoman WON,0.890188,0.960465
0,1 ,1,0,3,93,300,Ottoman WON,0.804422,0.955313
0,1 ,1,0,3,101,300,Ottoman WON,0.837151,0.957515
0,1 ,1,0,3,106,300,Ottoman WON,0.916829,0.984229
0,1 ,1,0,3,112,300,Ottoman WON,0.891059,0.957071
0,1 ,1,0,3,102,300,Ottoman WON,0.890433,0.934781
0,1 ,1,0,3,107,300,Ottoman WON,0.894356,0.932013
0,1 ,1,0,3,148,300,Tamerlane WON,0.953642,0.966141
0,1 ,1,0,3,105,300,Ottoman WON,0.873828,0.944963
0,1 ,1,0,3,106,300,Ottoman WON,0.903902,0.962936
0,1 ,1,0,3,105,300,Ottoman WON,0.837134,0.958539
0,1 ,1,0,4,99,300,Ottoman WON,0.745461,0.962202
0,1 ,1,0,4,94,300,Ottoman WON,0.799771,0.958
0,1 ,1,0,4,99,300,Ottoman WON,0.763844,0.962283
0,1 ,1,0,4,94,300,Ottoman WON,0.772212,0.948242
0,1 ,1,0,4,91,300,Ottoman WON,0.737811,0.93563
0,1 ,1,0,4,96,300,Ottoman WON,0.750343,0.954828
0,1 ,1,0,4,99,300,Ottoman WON,0.757719,0.969906
0,1 ,1,0,4,94,300,Ottoman WON,0.778124,0.936519
0,1 ,1,0,4,96,300,Ottoman WON,0.750984,0.969562
0,1 ,1,0,4,92,300,Ottoman WON,0.733928,0.970721
0,1 ,1,0,4,101,300,Ottoman WON,0.784256,0.983158
0,1 ,1,0,4,97,300,Ottoman WON,0.794439,0.977313
0,1 ,1,0,4,100,300,Ottoman WON,0.81894,0.972815
0,1 ,1,0,4,93,300,Ottoman WON,0.723699,0.976283
0,1 ,1,0,4,100,300,Ottoman WON,0.797368,0.977246
0,1 ,1,0,4,92,300,Ottoman WON,0.769153,0.950222
0,1 ,1,0,4,94,300,Ottoman WON,0.829725,0.980896
0,1 ,1,0,4,98,300,Ottoman WON,0.780755,0.967192
0,1 ,1,0,4,91,300,Ottoman WON,0.742944,0.971717
0,1 ,1,0,4,94,300,Ottoman WON,0.777361,0.954539
0,1 ,1,0,5,91,300,Ottoman WON,0.682209,0.955724
0,1 ,1,0,5,87,300,Ottoman WON,0.673622,0.970923
0,1 ,1,0,5,90,300,Ottoman WON,0.75588,0.970646
0,1 ,1,0,5,94,300,Ottoman WON,0.692152,0.964599
0,1 ,1,0,5,97,300,Ottoman WON,0.780775,0.988384
0,1 ,1,0,5,93,300,Ottoman WON,0.679812,0.959057
0,1 ,1,0,5,93,300,Ottoman WON,0.712746,0.960815
0,1 ,1,0,5,95,300,Ottoman WON,0.739642,0.974842
0,1 ,1,0,5,97,300,Ottoman WON,0.80255,0.973966
0,1 ,1,0,5,89,300,Ottoman WON,0.716248,0.960943
0,1 ,1,0,5,94,300,Ottoman WON,0.731068,0.972236
0,1 ,1,0,5,92,300,Ottoman WON,0.692764,0.976788
0,1 ,1,0,5,95,300,Ottoman WON,0.742248,0.968976
0,1 ,1,0,5,91,300,Ottoman WON,0.738357,0.962956
0,1 ,1,0,5,91,300,Ottoman WON,0.70773,0.972182
0,1 ,1,0,5,90,300,Ottoman WON,0.703068,0.969273
0,1 ,1,0,5,92,300,Ottoman WON,0.706403,0.955401
0,1 ,1,0,5,92,300,Ottoman WON,0.759187,0.939387
0,1 ,1,0,5,89,300,Ottoman WON,0.656397,0.956263
0,1 ,1,0,5,86,300,Ottoman WON,0.653681,0.959582
0,2 ,1,0,0,96,300,Tamerlane WON,0.949812,0.672384
0,2 ,1,0,0,95,300,Tamerlane WON,0.951303,0.630532
0,2 ,1,0,0,97,300,Tamerlane WON,0.935501,0.60171
0,2 ,1,0,0,99,300,Tamerlane WON,0.964674,0.634566
0,2 ,1,0,0,104,300,Tamerlane WON,0.939561,0.62571
0,2 ,1,0,0,95,300,Tamerlane WON,0.944637,0.618808
0,2 ,1,0,0,95,300,Tamerlane WON,0.933835,0.640956
0,2 ,1,0,0,98,300,Tamerlane WON,0.968033,0.655556
0,2 ,1,0,0,92,300,Tamerlane WON,0.964486,0.636101
0,2 ,1,0,0,93,300,Tamerlane WON,0.924511,0.597387
0,2 ,1,0,0,95,300,Tamerlane WON,0.944862,0.62637
0,2 ,1,0,0,93,300,Tamerlane WON,0.96307,0.633562
0,2 ,1,0,0,97,300,Tamerlane WON,0.937068,0.621609
0,2 ,1,0,0,99,300,Tamerlane WON,0.981441,0.626586
0,2 ,1,0,0,97,300,Tamerlane WON,0.926742,0.62462
0,2 ,1,0,0,98,300,Tamerlane WON,0.963308,0.66897
0,2 ,1,0,0,97,300,Tamerlane WON,0.967644,0.663111
0,2 ,1,0,0,102,300,Tamerlane WON,0.965664,0.595744
0,2 ,1,0,0,95,300,Tamerlane WON,0.956153,0.59233
0,2 ,1,0,0,97,300,Tamerlane WON,0.946253,0.636714
0,2 ,1,0,1,100,300,Tamerlane WON,0.977393,0.762673
0,2 ,1,0,1,100,300,Tamerlane WON,0.920302,0.706088
0,2 ,1,0,1,100,300,Tamerlane WON,0.919849,0.717764
0,2 ,1,0,1,99,300,Tamerlane WON,0.949614,0.689764
0,2 ,1,0,1,102,300,Tamerlane WON,0.933646,0.712478
0,2 ,1,0,1,101,300,Tamerlane WON,0.943579,0.704189
0,2 ,1,0,1,99,300,Tamerlane WON,0.92298,0.707576
0,2 ,1,0,1,109,300,Tamerlane WON,0.941204,0.706889
0,2 ,1,0,1,107,300,Tamerlane WON,0.947001,0.688249
0,2 ,1,0,1,100,300,Tamerlane WON,0.950866,0.730135
0,2 ,1,0,1,100,300,Tamerlane WON,0.925733,0.745239
0,2 ,1,0,1,98,300,Tamerlane WON,0.893711,0.705684
0,2 ,1,0,1,99,300,Tamerlane WON,0.952302,0.727939
0,2 ,1,0,1,101,300,Tamerlane WON,0.955271,0.718626
0,2 ,1,0,1,100,300,Tamerlane WON,0.933269,0.68367
0,2 ,1,0,1,102,300,Tamerlane WON,0.941074,0.712761
0,2 ,1,0,1,102,300,Tamerlane WON,0.943633,0.687684
0,2 ,1,0,1,100,300,Tamerlane WON,0.955908,0.713589
0,2 ,1,0,1,103,300,Tamerlane WON,0.932966,0.748586
0,2 ,1,0,1,99,300,Tamerlane WON,0.94685,0.712424
0,2 ,1,0,2,108,300,Tamerlane WON,0.948535,0.789845
0,2 ,1,0,2,105,300,Tamerlane WON,0.94056,0.819313
0,2 ,1,0,2,106,300,Tamerlane WON,0.916017,0.772195
0,2 ,1,0,2,105,300,Tamerlane WON,0.921565,0.82429
0,2 ,1,0,2,108,300,Tamerlane WON,0.966031,0.868896
0,2 ,1,0,2,110,300,Tamerlane WON,0.930422,0.834195
0,2 ,1,0,2,103,300,Tamerlane WON,0.899033,0.754734
0,2 ,1,0,2,109,300,Tamerlane WON,0.917904,0.775448
0,2 ,1,0,2,108,300,Tamerlane WON,0.958919,0.804983
0,2 ,1,0,2,102,300,Tamerlane WON,0.92771,0.763199
0,2 ,1,0,2,108,300,Tamerlane WON,0.93542,0.827865
0,2 ,1,0,2,109,300,Tamerlane WON,0.943964,0.800485
0,2 ,1,0,2,104,300,Tamerlane WON,0.898122,0.767084
0,2 ,1,0,2,110,300,Tamerlane WON,0.963423,0.863111
0,2 ,1,0,2,106,300,Tamerlane WON,0.911532,0.779239
0,2 ,1,0,2,110,300,Tamerlane WON,0.931086,0.806175
0,2 ,1,0,2,105,300,Tamerlane WON,0.943926,0.803818
0,2 ,1,0,2,113,300,Tamerlane WON,0.949407,0.828599
0,2 ,1,0,2,104,300,Tamerlane WON,0.909113,0.815953
0,2 ,1,0,2,111,300,Tamerlane WON,0.967634,0.839064
0,2 ,1,0,3,111,300,Tamerlane WON,0.891211,0.892478
0,2 ,1,0,3,116,300,Tamerlane WON,0.936512,0.888552
0,2 ,1,0,3,120,300,Tamerlane WON,0.949313,0.887037
0,2 ,1,0,3,108,300,Tamerlane WON,0.912154,0.86
0,2 ,1,0,3,120,300,Tamerlane WON,0.907732,0.913751
0,2 ,1,0,3,113,300,Tamerlane WON,0.938651,0.874653
0,2 ,1,0,3,114,300,Tamerlane WON,0.912213,0.858889
0,2 ,1,0,3,112,300,Tamerlane WON,0.920736,0.847077
0,2 ,1,0,3,113,300,Tamerlane WON,0.920169,0.869697
0,2 ,1,0,3,107,300,Tamerlane WON,0.919281,0.846586
0,2 ,1,0,3,114,300,Tamerlane WON,0.92788,0.888067
0,2 ,1,0,3,106,300,Tamerlane WON,0.893249,0.860465
0,2 ,1,0,3,112,300,Tamerlane WON,0.92,0.86336
0,2 ,1,0,3,108,300,Tamerlane WON,0.908687,0.870256
0,2 ,1,0,3,119,300,Tamerlane WON,0.954741,0.935286
0,2 ,1,0,3,112,300,Tamerlane WON,0.905618,0.851172
0,2 ,1,0,3,110,300,Tamerlane WON,0.911317,0.872727
0,2 ,1,0,3,120,300,Tamerlane WON,0.963416,0.894822
0,2 ,1,0,3,116,300,Tamerlane WON,0.903335,0.867091
0,2 ,1,0,3,110,300,Tamerlane WON,0.942279,0.863178
0,2 ,1,0,4,91,300,Ottoman WON,0.877658,0.947394
0,2 ,1,0,4,99,300,Ottoman WON,0.923303,0.959279
0,2 ,1,0,4,95,300,Ottoman WON,0.861808,0.97099
0,2 ,1,0,4,95,300,Ottoman WON,0.873509,0.926909
0,2 ,1,0,4,98,300,Ottoman WON,0.926079,0.966323
0,2 ,1,0,4,121,300,Tamerlane WON,0.951808,0.930498
0,2 ,1,0,4,95,300,Ottoman WON,0.894294,0.956566
0,2 ,1,0,4,98,300,Ottoman WON,0.89566,0.931071
0,2 ,1,0,4,98,300,Ottoman WON,0.911243,0.93829
0,2 ,1,0,4,93,300,Ottoman WON,0.88585,0.957865
0,2 ,1,0,4,116,300,Tamerlane WON,0.91132,0.894963
0,2 ,1,0,4,90,300,Ottoman WON,0.846697,0.890976
0,2 ,1,0,4,119,300,Tamerlane WON,0.924981,0.919865
0,2 ,1,0,4,121,300,Tamerlane WON,0.926278,0.954963
0,2 ,1,0,4,118,300,Tamerlane WON,0.899969,0.951589
0,2 ,1,0,4,122,300,Tamerlane WON,0.900923,0.934943
0,2 ,1,0,4,122,300,Tamerlane WON,0.898124,0.950808
0,2 ,1,0,4,100,300,Ottoman WON,0.917872,0.96598
0,2 ,1,0,4,96,300,Ottoman WON,0.918299,0.953165
0,2 ,1,0,4,98,300,Ottoman WON,0.921175,0.959677
0,2 ,1,0,5,89,300,Ottoman WON,0.767678,0.967535
0,2 ,1,0,5,90,300,Ottoman WON,0.819871,0.96064
0,2 ,1,0,5,94,300,Ottoman WON,0.835963,0.972337
0,2 ,1,0,5,86,300,Ottoman WON,0.799534,0.951953
0,2 ,1,0,5,96,300,Ottoman WON,0.866104,0.974242
0,2 ,1,0,5,94,300,Ottoman WON,0.875915,0.973239
0,2 ,1,0,5,86,300,Ottoman WON,0.814834,0.974034
0,2 ,1,0,5,93,300,Ottoman WON,0.77391,0.937596
0,2 ,1,0,5,91,300,Ottoman WON,0.862303,0.971286
0,2 ,1,0,5,90,300,Ottoman WON,0.756623,0.931407
0,2 ,1,0,5,92,300,Ottoman WON,0.819211,0.944673
0,2 ,1,0,5,89,300,Ottoman WON,0.783651,0.948485
0,2 ,1,0,5,88,300,Ottoman WON,0.827063,0.964229
0,2 ,1,0,5,87,300,Ottoman WON,0.79622,0.960667
0,2 ,1,0,5,85,300,Ottoman WON,0.750023,0.962943
0,2 ,1,0,5,93,300,Ottoman WON,0.856217,0.963603
0,2 ,1,0,5,89,300,Ottoman WON,0.78322,0.948694
0,2 ,1,0,5,89,300,Ottoman WON,0.854515,0.960343
0,2 ,1,0,5,88,300,Ottoman WON,0.799048,0.973609
0,2 ,1,0,5,86,300,Ottoman WON,0.807018,0.934956
1,0 ,1,0,0,91,300,Tamerlane WON,0.900276,0.577057
1,0 ,1,0,0,96,300,Tamerlane WON,0.930138,0.582714
1,0 ,1,0,0,95,300,Tamerlane WON,0.956967,0.541017
1,0 ,1,0,0,96,300,Tamerlane WON,0.94505,0.611071
1,0 ,1,0,0,93,300,Tamerlane WON,0.961028,0.591576
1,0 ,1,0,0,98,300,Tamerlane WON,0.91916,0.651286
1,0 ,1,0,0,92,300,Tamerlane WON,0.953496,0.525421
1,0 ,1,0,0,94,300,Tamerlane WON,0.939724,0.600842
1,0 ,1,0,0,95,300,Tamerlane WON,0.934386,0.606943
1,0 ,1,0,0,97,300,Tamerlane WON,0.954211,0.598842
1,0 ,1,0,0,102,300,Tamerlane WON,0.964298,0.655064
1,0 ,1,0,0,96,300,Tamerlane WON,0.939449,0.571077
1,0 ,1,0,0,93,300,Tamerlane WON,0.935589,0.639596
1,0 ,1,0,0,101,300,Tamerlane WON,0.931203,0.641939
1,0 ,1,0,0,93,300,Tamerlane WON,0.922256,0.528929
1,0 ,1,0,0,93,300,Tamerlane WON,0.960714,0.620195
1,0 ,1,0,0,92,300,Tamerlane WON,0.942594,0.601987
1,0 ,1,0,0,94,300,Tamerlane WON,0.936128,0.553077
1,0 ,1,0,0,94,300,Tamerlane WON,0.932494,0.589825
1,0 ,1,0,0,94,300,Tamerlane WON,0.955752,0.641306
1,0 ,1,0,1,99,300,Tamerlane WON,0.912669,0.698088
1,0 ,1,0,1,103,300,Tamerlane WON,0.988502,0.757623
1,0 ,1,0,1,103,300,Tamerlane WON,0.922796,0.697347
1,0 ,1,0,1,99,300,Tamerlane WON,0.923228,0.698263
1,0 ,1,0,1,99,300,Tamerlane WON,0.925161,0.691926
1,0 ,1,0,1,102,300,Tamerlane WON,0.905641,0.666822
1,0 ,1,0,1,99,300,Tamerlane WON,0.9162,0.700943
1,0 ,1,0,1,95,300,Tamerlane WON,0.920291,0.680795
1,0 ,1,0,1,96,300,Tamerlane WON,0.903039,0.651407
1,0 ,1,0,1,95,300,Tamerlane WON,0.93912,0.643529
1,0 ,1,0,1,105,300,Tamerlane WON,0.920572,0.699603
1,0 ,1,0,1,95,300,Tamerlane WON,0.891304,0.560586
1,0 ,1,0,1,98,300,Tamerlane WON,0.950359,0.670485
1,0 ,1,0,1,100,300,Tamerlane WON,0.954645,0.674694
1,0 ,1,0,1,97,300,Tamerlane WON,0.929015,0.637037
1,0 ,1,0,1,102,300,Tamerlane WON,0.931012,0.683226
1,0 ,1,0,1,96,300,Tamerlane WON,0.957625,0.703589
1,0 ,1,0,1,99,300,Tamerlane WON,0.911428,0.695865
1,0 ,1,0,1,101,300,Tamerlane WON,0.965053,0.730249
1,0 ,1,0,1,98,300,Tamerlane WON,0.90604,0.711091
1,0 ,1,0,2,110,300,Tamerlane WON,0.90753,0.821158
1,0 ,1,0,2,109,300,Tamerlane WON,0.953144,0.806007
1,0 ,1,0,2,103,300,Tamerlane WON,0.920303,0.805778
1,0 ,1,0,2,101,300,Tamerlane WON,0.896273,0.787064
1,0 ,1,0,2,106,300,Tamerlane WON,0.948772,0.77662
1,0 ,1,0,2,105,300,Tamerlane WON,0.893495,0.782566
1,0 ,1,0,2,106,300,Tamerlane WON,0.912584,0.792431
1,0 ,1,0,2,105,300,Tamerlane WON,0.929512,0.790128
1,0 ,1,0,2,100,300,Tamerlane WON,0.911892,0.798983
1,0 ,1,0,2,107,300,Tamerlane WON,0.926543,0.819152
1,0 ,1,0,2,103,300,Tamerlane WON,0.903623,0.783131
1,0 ,1,0,2,99,300,Tamerlane WON,0.918407,0.741933
1,0 ,1,0,2,103,300,Tamerlane WON,0.938881,0.753636
1,0 ,1,0,2,104,300,Tamerlane WON,0.896046,0.818343
1,0 ,1,0,2,106,300,Tamerlane WON,0.966714,0.780909
1,0 ,1,0,2,101,300,Tamerlane WON,0.912233,0.788263
1,0 ,1,0,2,104,300,Tamerlane WON,0.905386,0.754694
1,0 ,1,0,2,108,300,Tamerlane WON,0.949597,0.846155
1,0 ,1,0,2,101,300,Tamerlane WON,0.944798,0.753333
1,0 ,1,0,2,104,300,Tamerlane WON,0.940654,0.765771
1,0 ,1,0,3,113,300,Tamerlane WON,0.915122,0.87262
1,0 ,1,0,3,109,300,Tamerlane WON,0.894289,0.843987
1,0 ,1,0,3,112,300,Tamerlane WON,0.94019,0.837077
1,0 ,1,0,3,111,300,Tamerlane WON,0.916119,0.859461
1,0 ,1,0,3,114,300,Tamerlane WON,0.951976,0.836094
1,0 ,1,0,3,113,300,Tamerlane WON,0.937941,0.823576
1,0 ,1,0,3,114,300,Tamerlane WON,0.902169,0.829354
1,0 ,1,0,3,107,300,Tamerlane WON,0.890298,0.80864
1,0 ,1,0,3,110,300,Tamerlane WON,0.903141,0.866889
1,0 ,1,0,3,111,300,Tamerlane WON,0.901086,0.870377
1,0 ,1,0,3,116,300,Tamerlane WON,0.908882,0.896929
1,0 ,1,0,3,113,300,Tamerlane WON,0.926958,0.869973
1,0 ,1,0,3,112,300,Tamerlane WON,0.938254,0.877098
1,0 ,1,0,3,119,300,Tamerlane WON,0.950539,0.848754
1,0 ,1,0,3,106,300,Tamerlane WON,0.913346,0.842182
1,0 ,1,0,3,122,300,Tamerlane WON,0.942448,0.912599
1,0 ,1,0,3,112,300,Tamerlane WON,0.912391,0.848559
1,0 ,1,0,3,108,300,Tamerlane WON,0.921361,0.823865
1,0 ,1,0,3,116,300,Tamerlane WON,0.927618,0.867811
1,0 ,1,0,3,115,300,Tamerlane WON,0.943285,0.855946
1,0 ,1,0,4,119,300,Tamerlane WON,0.912754,0.915663
1,0 ,1,0,4,119,300,Tamerlane WON,0.923677,0.885017
1,0 ,1,0,4,111,300,Ottoman WON,0.922494,0.936505
1,0 ,1,0,4,116,300,Tamerlane WON,0.912586,0.91097
1,0 ,1,0,4,119,300,Tamerlane WON,0.924561,0.937582
1,0 ,1,0,4,105,300,Ottoman WON,0.927574,0.958875
1,0 ,1,0,4,97,300,Ottoman WON,0.906125,0.906835
1,0 ,1,0,4,99,300,Ottoman WON,0.861655,0.924162
1,0 ,1,0,4,103,300,Ottoman WON,0.933234,0.887886
1,0 ,1,0,4,102,300,Ottoman WON,0.883928,0.91903
1,0 ,1,0,4,120,300,Tamerlane WON,0.930008,0.948141
1,0 ,1,0,4,95,300,Ottoman WON,0.884363,0.915657
1,0 ,1,0,4,105,300,Ottoman WON,0.912067,0.926256
1,0 ,1,0,4,102,300,Ottoman WON,0.928863,0.945946
